74.6,27.9,77.4,5.4,28.3,9.5
74.7,27.3,171.7,5.5,26.4,10.8
77.9,17.5,119.5,5.6,24.9,9.7
56.5,8.6,55.0,5.9,21.1,8.6
31.2,4.9,46.6,7.1,26.5,38.6
24.5,6.5,39.0,8.7,60.4,75.0
26.4,8.4,33.5,9.6,169.4,68.6
24.5,8.1,31.1,7.8,130.6,72.6
21.7,8.4,33.3,8.8,116.4,74.3
19.9,8.8,33.3,11.8,112.0,69.3
18.6,10.1,33.7,25.2,102.8,61.5
17.4,10.8,31.0,30.1,96.9,58.0
16.1,12.0,28.6,32.1,99.6,37.7
14.9,13.7,29.1,36.0,99.0,34.1
14.5,14.9,30.8,34.8,108.8,29.0
13.2,16.2,33.2,35.6,107.4,27.1
12.1,15.1,29.9,34.7,86.2,20.6
10.2,15.4,32.7,70.8,55.0,14.9
10.3,15.4,34.8,66.9,44.8,14.8
10.1,15.3,35.9,67.3,41.8,14.6
9.5,15.7,34.2,68.1,49.3,12.9
9.9,16.3,30.9,40.6,87.6,16.8
11.7,17.9,33.4,35.9,113.5,26.7
12.3,18.3,36.0,34.4,126.5,62.4
12.5,18.7,35.2,34.5,119.7,61.8
12.2,16.3,33.9,34.7,113.5,29.2
12.1,16.6,30.1,33.3,95.5,20.6
11.3,14.6,33.6,66.4,52.0,16.1
10.3,14.0,34.1,68.2,43.2,15.3
10.7,14.4,33.0,66.1,41.1,15.9
11.3,15.0,33.2,68.5,42.6,15.1
11.8,14.7,32.3,65.1,52.8,17.8
12.0,15.7,32.0,34.1,111.5,28.2
15.2,18.7,37.6,28.4,169.0,70.6
16.5,17.0,39.2,23.9,68.3,66.0
16.1,15.9,41.5,25.1,52.6,68.3
14.5,17.1,39.5,24.5,47.6,64.1
14.4,18.3,42.2,27.2,49.6,65.5
14.0,17.3,44.7,26.3,8.7,63.0
14.0,20.3,41.1,23.2,8.4,62.3
11.0,25.4,51.0,21.2,8.1,66.2
13.0,34.8,88.4,14.1,8.5,63.8
20.7,39.5,110.4,13.1,9.7,34.5
21.7,38.2,114.0,13.5,9.4,33.1
17.8,38.4,117.5,13.6,9.1,36.5
11.7,35.9,92.6,15.3,8.3,66.0
10.8,25.3,48.2,23.0,7.8,64.6
11.7,19.2,41.6,28.5,7.2,60.9
10.6,21.1,42.4,30.3,7.6,64.4
11.5,21.9,42.8,30.1,7.5,60.6
11.9,19.2,43.8,27.0,7.5,61.2
12.8,20.7,43.9,25.4,7.7,63.9
10.9,26.6,51.5,22.0,7.6,65.0
11.0,34.5,90.6,21.0,7.5,65.9
15.9,37.5,116.6,14.1,8.6,35.4
19.0,39.4,120.5,14.0,8.6,33.1
15.2,40.7,116.8,13.6,8.0,39.3
9.7,32.4,82.2,20.6,7.8,63.9
10.6,25.1,46.7,23.3,7.2,65.6
